timestamp_us,w/x,w/y,w/theta,IR[0],IR[1],IR[2],IR[3],state
110000000,-7.3280,11.4674,21.5689,56.20,106.29,50.18,53.81,3
110100000,-7.3735,11.4882,21.5631,98.98,81.93,52.88,52.96,3
110200000,-7.4187,11.5094,21.5533,142.69,63.58,52.09,50.85,3
110300000,-7.4637,11.5312,21.5396,150.06,59.50,54.66,53.24,3
110400000,-7.5083,11.5538,21.5218,139.41,59.72,51.42,50.61,3
110500000,-7.5524,11.5774,21.5001,96.41,62.61,54.61,51.97,3
110600000,-7.5959,11.6021,21.4744,62.13,86.24,54.92,50.12,3
110700000,-7.6386,11.6281,21.4447,63.24,109.02,51.60,52.01,3
110800000,-7.6804,11.6555,21.4111,91.38,139.24,53.63,51.29,3
110900000,-7.7212,11.6844,21.3736,129.79,148.31,54.35,54.06,3
111000000,-7.7607,11.7150,21.3321,157.36,155.00,53.82,54.78,3
111100000,-7.7988,11.7474,21.2867,144.80,137.62,52.81,51.82,3
111200000,-7.8353,11.7816,21.2375,127.34,101.45,54.49,53.65,3
111300000,-7.8699,11.8177,21.1843,93.89,75.43,54.77,53.63,3
111400000,-7.9023,11.8558,21.1274,66.69,55.98,52.29,50.12,3
111500000,-7.9325,11.8957,21.0666,55.07,69.15,52.15,53.36,3
111600000,-7.9599,11.9375,21.0020,60.03,105.66,53.82,53.42,3
111700000,-7.9845,11.9810,20.9336,78.88,142.38,52.28,52.65,3
111800000,-8.0058,12.0262,20.8615,95.47,150.13,54.74,52.48,3
111900000,-8.0237,12.0729,20.7857,115.23,124.29,51.04,50.20,3
112000000,-8.0378,12.1209,20.7062,128.81,81.47,50.20,53.14,3
112100000,-8.0478,12.1699,20.6230,141.56,55.34,53.05,50.84,3
112200000,-8.0536,12.2195,20.5362,140.54,72.76,52.41,54.25,3
112300000,-8.0549,12.2695,20.4459,141.95,117.99,53.66,53.71,3
112400000,-8.0515,12.3194,20.3519,143.47,157.45,52.79,51.53,3
112500000,-8.0432,12.3687,20.2545,139.53,143.57,52.96,50.68,3
112600000,-8.0301,12.4170,20.1536,122.65,96.90,50.57,50.09,3
112700000,-8.0119,12.4635,20.0493,102.59,55.95,50.71,52.16,3
112800000,-7.9889,12.5079,19.9415,79.53,58.47,52.39,53.16,3
112900000,-7.9611,12.5495,19.8304,57.95,89.02,54.86,54.32,3
113000000,-7.9287,12.5876,19.7161,58.29,125.70,51.23,50.28,3
113100000,-7.8921,12.6216,19.5984,71.94,147.03,52.34,50.75,3
113200000,-7.8516,12.6510,19.4776,106.29,157.51,51.87,52.73,3
113300000,-7.8078,12.6751,19.3535,140.99,143.94,52.84,53.77,3
113400000,-7.7613,12.6935,19.2264,153.43,137.56,50.14,53.87,3
113500000,-7.7128,12.7057,19.0962,120.61,119.14,54.57,50.19,3
113600000,-7.6632,12.7114,18.9630,75.94,120.41,51.86,53.93,3
113700000,-7.6132,12.7103,18.8269,58.58,120.63,50.58,51.87,3
113800000,-7.5638,12.7022,18.6878,80.89,124.13,52.31,53.78,3
113900000,-7.5161,12.6873,18.5459,123.00,135.00,51.99,52.06,3
114000000,-7.4711,12.6656,18.4012,153.85,155.76,54.65,50.06,3
114100000,-7.4297,12.6375,18.2538,141.84,149.60,51.34,50.01,3
114200000,-7.3930,12.6036,18.1036,113.59,141.04,52.03,53.53,3
114300000,-7.3618,12.5645,17.9509,80.18,99.41,50.38,54.02,3
114400000,-7.3371,12.5210,17.7957,64.02,70.60,54.16,52.71,3
114500000,-7.3195,12.4742,17.6379,52.44,60.26,52.46,52.62,3
114600000,-7.3097,12.4252,17.4777,58.90,92.74,52.22,50.76,3
114700000,-7.3078,12.3752,17.3152,53.69,135.14,53.63,50.23,3
114800000,-7.3142,12.3256,17.1503,54.28,155.35,52.38,53.36,3
114900000,-7.3288,12.2778,16.9832,59.82,133.75,53.02,50.47,3
115000000,-7.3512,12.2331,16.8140,79.83,89.28,50.47,52.59,3
115100000,-7.3809,12.1929,16.6427,98.48,61.92,52.60,50.45,3
115200000,-7.4171,12.1584,16.4693,139.35,62.21,52.44,54.69,3
115300000,-7.4588,12.1307,16.2940,151.03,68.56,52.94,50.44,3
115400000,-7.5047,12.1109,16.1167,137.46,94.30,54.17,53.43,3
115500000,-7.5533,12.0995,15.9377,92.57,100.07,53.26,52.39,3
115600000,-7.6033,12.0970,15.7569,55.83,106.02,50.51,53.99,3
115700000,-7.6528,12.1037,15.5745,64.06,95.78,52.79,54.83,3
115800000,-7.7003,12.1193,15.3904,104.77,81.15,54.73,54.59,3
115900000,-7.7441,12.1434,15.2048,149.83,60.15,50.43,50.17,3
116000000,-7.7827,12.1752,15.0178,157.35,57.55,50.29,54.97,3
116100000,-7.8146,12.2137,14.8293,142.62,71.92,53.83,52.79,3
116200000,-7.8387,12.2576,14.6396,119.20,110.26,52.60,51.93,3
116300000,-7.8540,12.3052,14.4487,100.57,145.21,54.20,52.08,3
116400000,-7.8600,12.3548,14.2566,99.73,149.58,53.09,53.12,3
116500000,-7.8563,12.4047,14.0634,107.27,109.28,52.35,51.71,3
116600000,-7.8430,12.4529,13.8692,115.55,67.44,51.09,50.99,3
116700000,-7.8207,12.4976,13.6741,138.93,59.56,51.32,53.40,3
116800000,-7.7901,12.5371,13.4782,149.82,79.02,54.37,53.49,3
116900000,-7.7523,12.5699,13.2815,147.65,107.83,53.73,52.93,3
117000000,-7.7089,12.5947,13.0841,119.75,134.76,52.46,54.21,3
117100000,-7.6614,12.6104,12.8861,74.37,145.60,53.03,52.40,3
117200000,-7.6118,12.6164,12.6876,57.62,149.71,50.40,50.32,3
117300000,-7.5619,12.6125,12.4886,87.73,140.52,51.14,51.28,3
117400000,-7.5138,12.5989,12.2893,133.91,136.06,54.33,50.37,3
117500000,-7.4694,12.5759,12.0897,150.66,114.16,50.78,51.13,3
117600000,-7.4304,12.5446,11.8899,146.98,80.60,53.61,54.02,3
117700000,-7.3984,12.5062,11.6899,118.89,61.38,52.56,50.22,3
117800000,-7.3747,12.4622,11.4899,95.34,62.17,51.10,53.94,3
117900000,-7.3602,12.4143,11.2899,84.91,99.66,50.71,53.19,3
118000000,-7.3555,12.3646,11.0901,80.10,147.95,53.86,54.84,3
118100000,-7.3607,12.3148,10.8904,84.75,154.62,52.86,51.43,3
118200000,-7.3757,12.2671,10.6910,96.76,118.39,50.15,52.99,3
118300000,-7.3999,12.2233,10.4920,120.81,74.43,52.59,52.32,3
118400000,-7.4322,12.1852,10.2934,150.58,55.91,54.10,50.29,3
118500000,-7.4713,12.1541,10.0953,151.83,61.78,54.17,51.13,3
118600000,-7.5158,12.1313,9.8978,126.13,76.72,54.29,52.89,3
118700000,-7.5639,12.1177,9.7009,78.58,84.75,54.48,52.53,3
118800000,-7.6138,12.1137,9.5049,53.95,86.32,51.62,51.72,3
118900000,-7.6635,12.1194,9.3096,77.21,82.29,51.09,53.45,3
119000000,-7.7111,12.1347,9.1152,118.12,70.38,51.77,54.68,3
119100000,-7.7549,12.1588,8.9219,149.31,61.24,54.03,54.46,3
119200000,-7.7933,12.1908,8.7295,149.77,58.89,54.60,50.42,3
119300000,-7.8249,12.2295,8.5384,137.37,86.79,50.44,50.43,3
119400000,-7.8486,12.2736,8.3484,112.68,130.01,54.79,53.80,3
119500000,-7.8637,12.3212,8.1597,100.33,155.49,52.46,52.21,3
119600000,-7.8696,12.3709,7.9724,87.45,134.85,51.23,50.14,3
119700000,-7.8662,12.4208,7.7865,96.44,97.17,53.27,51.83,3
119800000,-7.8537,12.4692,7.6021,104.84,56.87,53.27,52.41,3
119900000,-7.8327,12.5145,7.4194,123.86,65.51,54.98,53.59,3
120000000,-7.8038,12.5554,7.2383,146.89,90.30,51.19,54.47,0
120100000,-7.7681,12.5904,7.0589,155.43,123.71,53.83,50.55,0
120200000,-7.7268,12.6185,6.8813,128.94,151.80,51.53,52.95,0
120300000,-7.6812,12.6390,6.7056,85.84,157.42,50.72,50.65,0
120400000,-7.6327,12.6513,6.5318,52.98,152.02,52.92,53.51,0
120500000,-7.5829,12.6552,6.3601,65.20,157.79,50.18,50.84,0
120600000,-7.5331,12.6505,6.1904,107.18,157.75,53.74,52.51,0
120700000,-7.4848,12.6377,6.0229,153.90,155.91,50.95,53.68,0
120800000,-7.4392,12.6170,5.8576,146.17,143.53,52.47,54.70,0
120900000,-7.3976,12.5893,5.6946,124.29,129.64,54.79,52.92,0
121000000,-7.3610,12.5552,5.5340,81.75,93.95,52.53,54.38,0
121100000,-7.3302,12.5158,5.3758,57.07,62.05,54.66,52.04,0
121200000,-7.3059,12.4721,5.2200,50.75,55.52,50.44,52.23,0
121300000,-7.2886,12.4252,5.0668,55.89,86.91,51.80,54.60,0
121400000,-7.2785,12.3763,4.9162,59.59,135.92,51.10,50.77,0
121500000,-7.2757,12.3264,4.7682,65.17,156.96,51.64,51.27,0
121600000,-7.2801,12.2766,4.6230,61.22,127.01,53.53,54.22,0
121700000,-7.2916,12.2279,4.4805,57.84,83.26,54.98,52.99,0
121800000,-7.3098,12.1813,4.3409,55.89,55.47,52.68,50.02,0
121900000,-7.3341,12.1376,4.2042,67.93,63.32,51.03,53.70,0
122000000,-7.3641,12.0976,4.0704,86.33,103.53,51.14,51.48,0
122100000,-7.3990,12.0618,3.9396,122.78,140.91,53.56,54.29,0
122200000,-7.4381,12.0307,3.8119,145.37,156.13,52.20,52.60,0
122300000,-7.4809,12.0048,3.6872,152.80,153.52,50.73,53.09,0
122400000,-7.5265,11.9842,3.5658,118.56,142.83,50.32,52.73,0
122500000,-7.5741,11.9691,3.4475,77.21,138.28,54.52,51.56,0
122600000,-7.6232,11.9596,3.3325,55.66,129.75,53.10,52.12,0
122700000,-7.6731,11.9557,3.2208,80.38,118.86,51.05,51.99,0
122800000,-7.7230,11.9572,3.1124,127.96,122.48,52.32,50.09,0
122900000,-7.7726,11.9638,3.0074,156.28,128.32,51.96,51.39,0
123000000,-7.8212,11.9755,2.9058,136.51,141.57,52.35,50.62,0
123100000,-7.8685,11.9919,2.8077,89.21,147.91,51.90,53.53,0
123200000,-7.9139,12.0127,2.7131,60.25,150.20,53.19,54.02,0
123300000,-7.9573,12.0375,2.6220,56.45,151.30,53.82,54.00,0
123400000,-7.9984,12.0660,2.5345,88.39,128.77,53.17,50.62,0
123500000,-8.0369,12.0979,2.4506,132.81,103.30,54.58,51.26,0
123600000,-8.0728,12.1328,2.3704,150.03,71.58,52.60,52.23,0
123700000,-8.1059,12.1702,2.2939,155.32,59.03,51.88,52.02,0
123800000,-8.1361,12.2100,2.2210,138.39,71.98,51.26,51.13,0
123900000,-8.1636,12.2518,2.1519,106.77,104.84,51.00,51.72,0
124000000,-8.1882,12.2953,2.0866,80.81,147.38,52.15,52.41,0
124100000,-8.2102,12.3403,2.0251,65.67,155.80,50.32,51.16,0
124200000,-8.2295,12.3864,1.9674,54.53,123.21,54.96,53.33,0
124300000,-8.2463,12.4335,1.9135,51.28,81.05,50.37,54.71,0
124400000,-8.2607,12.4813,1.8635,61.04,57.89,51.48,50.15,0
124500000,-8.2729,12.5298,1.8173,64.27,72.90,54.88,50.12,0
124600000,-8.2831,12.5788,1.7751,69.02,118.57,50.91,52.10,0
124700000,-8.2913,12.6281,1.7368,75.03,151.14,53.90,54.83,0
124800000,-8.2979,12.6777,1.7024,77.53,140.94,50.65,52.42,0
124900000,-8.3030,12.7274,1.6720,86.77,99.06,54.07,53.91,0
125000000,-8.3067,12.7773,1.6455,87.06,60.34,54.89,53.04,0
125100000,-8.3093,12.8272,1.6230,93.96,56.94,54.98,52.82,0
125200000,-8.3110,12.8772,1.6045,91.67,98.42,50.38,53.02,0
125300000,-8.3119,12.9272,1.5900,93.19,149.43,52.50,54.41,0
125400000,-8.3124,12.9772,1.5794,93.21,154.63,53.26,51.12,0
125500000,-8.3125,13.0272,1.5729,90.70,116.29,53.77,50.77,0
125600000,-8.3125,13.0772,1.5703,92.42,69.97,52.08,50.07,0
125700000,-8.3125,13.1272,1.5718,90.87,56.04,52.82,51.23,0
125800000,-8.3128,13.1772,1.5772,88.41,84.73,53.85,50.71,0
125900000,-8.3136,13.2272,1.5867,90.49,132.05,52.87,53.51,0
126000000,-8.3151,13.2771,1.6001,95.70,155.05,53.60,51.69,0
126100000,-8.3174,13.3271,1.6176,92.79,129.84,51.27,54.67,0
126200000,-8.3208,13.3770,1.6390,104.60,81.99,50.86,52.62,0
126300000,-8.3255,13.4267,1.6643,104.08,51.73,50.67,54.84,0
126400000,-8.3316,13.4764,1.6937,114.81,72.44,53.72,50.88,0
126500000,-8.3394,13.5258,1.7270,115.99,120.14,51.48,54.16,0
126600000,-8.3490,13.5748,1.7642,128.95,157.71,50.33,53.88,0
126700000,-8.3606,13.6235,1.8054,136.08,139.26,53.67,50.52,0
126800000,-8.3744,13.6715,1.8504,144.35,96.83,54.31,54.11,0
126900000,-8.3906,13.7188,1.8994,153.24,64.07,53.72,52.19,0
127000000,-8.4092,13.7653,1.9522,156.26,55.40,50.49,54.74,0
127100000,-8.4304,13.8105,2.0089,152.97,93.17,53.00,52.14,0
127200000,-8.4543,13.8544,2.0694,133.76,137.09,52.32,53.44,0
127300000,-8.4810,13.8967,2.1337,104.95,154.08,51.71,52.16,0
127400000,-8.5105,13.9371,2.2017,75.21,142.59,53.67,51.86,0
127500000,-8.5428,13.9753,2.2735,58.32,114.77,51.30,54.76,0
127600000,-8.5779,14.0109,2.3491,53.53,80.69,52.33,51.17,0
127700000,-8.6157,14.0436,2.4283,85.20,52.70,53.09,51.39,0
127800000,-8.6561,14.0731,2.5112,122.29,59.83,52.98,54.72,0
127900000,-8.6989,14.0989,2.5977,146.70,67.23,54.04,54.64,0
128000000,-8.7438,14.1209,2.6877,144.03,90.14,52.36,50.85,0
128100000,-8.7906,14.1385,2.7814,113.40,107.34,52.00,52.02,0
128200000,-8.8389,14.1515,2.8785,70.81,120.43,53.42,50.50,0
128300000,-8.8882,14.1596,2.9792,52.96,122.97,53.21,54.13,0
128400000,-8.9381,14.1625,3.0832,93.29,128.37,51.20,51.61,0
128500000,-8.9881,14.1600,3.1907,136.46,125.20,52.98,52.83,0
128600000,-9.0375,14.1521,3.3015,150.41,118.97,52.72,52.34,0
128700000,-9.0856,14.1385,3.4156,126.42,108.47,52.49,51.64,0
128800000,-9.1318,14.1195,3.5330,89.09,88.16,52.11,52.66,0
128900000,-9.1754,14.0950,3.6536,56.99,71.03,50.35,52.34,0
129000000,-9.2156,14.0653,3.7774,59.25,59.11,53.45,50.89,0
129100000,-9.2518,14.0307,3.9043,89.20,65.08,54.98,54.28,0
129200000,-9.2831,13.9918,4.0342,119.37,92.84,54.41,51.65,0
129300000,-9.3091,13.9490,4.1672,140.40,136.87,51.19,50.11,0
129400000,-9.3290,13.9032,4.3031,155.12,153.39,51.22,52.80,0
129500000,-9.3423,13.8550,4.4420,151.20,136.83,50.05,51.85,0
129600000,-9.3487,13.8054,4.5836,154.55,89.27,51.08,53.68,0
129700000,-9.3480,13.7554,4.7281,158.31,53.43,51.79,53.54,0
129800000,-9.3398,13.7061,4.8753,150.48,72.53,51.03,53.10,0
129900000,-9.3245,13.6585,5.0252,150.44,109.30,54.86,50.30,0
130000000,-9.3020,13.6138,5.1777,136.52,147.59,52.97,54.90,1
130100000,-9.2729,13.5731,5.3328,113.43,152.25,52.37,52.08,1
130200000,-9.2379,13.5375,5.4904,78.90,127.13,54.72,54.68,1
130300000,-9.1975,13.5079,5.6504,59.40,105.19,53.54,54.21,1
130400000,-9.1530,13.4853,5.8127,70.96,79.54,51.77,52.86,1
130500000,-9.1053,13.4702,5.9774,106.02,65.66,51.36,51.11,1
130600000,-9.0558,13.4633,6.1443,153.20,61.01,50.85,52.46,1
130700000,-9.0058,13.4648,6.3134,149.15,71.20,50.47,50.43,1
130800000,-8.9568,13.4748,6.4846,104.39,76.60,52.81,52.41,1
130900000,-8.9103,13.4931,6.6578,63.05,92.20,52.05,52.54,1
131000000,-8.8676,13.5192,6.8329,59.52,114.84,53.51,52.42,1
131100000,-8.8303,13.5525,7.0100,72.99,146.54,53.93,51.36,1
131200000,-8.7994,13.5918,7.1889,101.60,154.70,51.75,53.74,1
131300000,-8.7761,13.6360,7.3696,122.69,136.43,50.94,50.56,1
131400000,-8.7613,13.6838,7.5519,137.45,90.05,54.51,54.39,1
131500000,-8.7554,13.7334,7.7358,139.57,56.54,53.26,53.04,1
131600000,-8.7587,13.7833,7.9213,140.80,64.35,54.08,53.68,1
131700000,-8.7713,13.8317,8.1082,127.80,116.04,54.17,53.82,1
131800000,-8.7927,13.8769,8.2965,112.51,154.02,53.84,50.24,1
131900000,-8.8223,13.9172,8.4862,76.07,153.34,54.86,54.26,1
132000000,-8.8589,13.9512,8.6770,54.27,129.66,52.53,54.75,1
132100000,-8.9014,13.9776,8.8690,63.23,111.74,51.49,52.03,1
132200000,-8.9481,13.9953,9.0621,100.07,85.39,50.88,51.76,1
132300000,-8.9974,14.0037,9.2562,145.10,84.36,51.23,50.87,1
132400000,-9.0474,14.0024,9.4512,150.18,87.40,53.10,51.61,1
132500000,-9.0962,13.9914,9.6471,115.87,96.40,52.40,52.99,1
132600000,-9.1419,13.9710,9.8438,71.87,113.09,52.20,51.86,1
132700000,-9.1827,13.9421,10.0411,57.70,137.53,51.37,54.80,1
132800000,-9.2170,13.9058,10.2390,61.11,152.09,50.11,50.48,1
132900000,-9.2435,13.8634,10.4375,77.61,138.43,50.08,54.28,1
133000000,-9.2610,13.8166,10.6364,102.27,101.70,54.80,54.88,1
133100000,-9.2690,13.7672,10.8357,109.34,59.23,51.56,51.02,1
133200000,-9.2670,13.7172,11.0353,100.88,62.92,54.85,50.30,1
133300000,-9.2551,13.6687,11.2351,88.63,98.62,51.85,54.57,1
133400000,-9.2339,13.6234,11.4351,69.02,143.67,51.46,52.45,1
133500000,-9.2040,13.5833,11.6351,59.38,154.67,53.12,53.96,1
133600000,-9.1668,13.5499,11.8351,60.48,144.17,51.32,53.70,1
133700000,-9.1237,13.5246,12.0349,94.24,117.13,53.37,51.47,1
133800000,-9.0764,13.5083,12.2346,132.26,106.61,53.03,53.46,1
133900000,-9.0269,13.5017,12.4340,158.56,101.47,52.57,54.86,1
134000000,-8.9770,13.5050,12.6331,123.54,97.47,54.19,53.16,1
134100000,-8.9287,13.5181,12.8317,85.00,111.08,50.65,51.60,1
134200000,-8.8840,13.5405,13.0299,59.90,138.16,53.49,52.87,1
134300000,-8.8445,13.5712,13.2274,60.93,148.91,53.82,54.33,1
134400000,-8.8118,13.6090,13.4243,89.46,155.14,51.60,53.56,1
134500000,-8.7871,13.6525,13.6205,116.92,114.54,52.97,50.90,1
134600000,-8.7713,13.6999,13.8158,125.72,69.77,50.67,51.06,1
134700000,-8.7650,13.7495,14.0103,136.68,55.60,54.30,50.79,1
134800000,-8.7683,13.7994,14.2037,127.51,78.68,54.70,54.26,1
134900000,-8.7811,13.8477,14.3961,122.93,124.61,51.99,51.51,1
135000000,-8.8029,13.8928,14.5874,94.43,151.65,51.18,53.71,1
135100000,-8.8328,13.9329,14.7775,68.98,142.23,51.41,54.66,1
135200000,-8.8696,13.9666,14.9662,53.02,120.63,53.26,51.30,1
135300000,-8.9122,13.9929,15.1537,63.23,96.86,54.02,52.50,1
135400000,-8.9588,14.0110,15.3397,112.05,76.64,52.20,50.14,1
135500000,-9.0080,14.0201,15.5242,149.12,74.05,53.15,54.59,1
135600000,-9.0580,14.0201,15.7071,148.94,73.67,50.45,53.69,1
135700000,-9.1071,14.0112,15.8883,106.95,74.33,54.50,52.68,1
135800000,-9.1539,13.9936,16.0678,70.87,86.80,54.32,52.99,1
135900000,-9.1969,13.9680,16.2456,55.79,115.68,54.89,54.34,1
136000000,-9.2347,13.9352,16.4214,70.12,142.59,52.08,53.98,1
136100000,-9.2663,13.8965,16.5953,99.55,158.91,53.99,53.31,1
136200000,-9.2907,13.8529,16.7672,128.88,131.84,50.90,50.41,1
136300000,-9.3075,13.8058,16.9371,145.64,91.05,52.52,50.18,1
136400000,-9.3162,13.7565,17.1047,146.51,58.43,51.08,51.65,1
136500000,-9.3166,13.7065,17.2702,149.61,65.38,54.75,50.11,1
136600000,-9.3089,13.6571,17.4334,144.10,118.34,53.80,50.36,1
136700000,-9.2934,13.6096,17.5942,133.67,148.31,54.40,50.89,1
136800000,-9.2706,13.5651,17.7527,107.11,146.58,53.76,53.92,1
136900000,-9.2411,13.5247,17.9086,75.61,122.56,50.52,55.00,1
137000000,-9.2058,13.4892,18.0620,60.21,84.65,50.32,53.16,1
137100000,-9.1656,13.4595,18.2129,56.16,60.38,50.10,51.71,1
137200000,-9.1215,13.4361,18.3610,96.23,56.73,51.92,53.62,1
137300000,-9.0744,13.4192,18.5065,137.63,58.76,51.75,53.51,1
137400000,-9.0254,13.4093,18.6492,156.40,60.08,51.90,53.39,1
137500000,-8.9755,13.4063,18.7890,123.61,63.93,50.23,53.36,1
137600000,-8.9256,13.4101,18.9260,77.58,63.02,53.02,54.42,1
137700000,-8.8767,13.4205,19.0600,59.07,53.35,53.13,52.05,1
137800000,-8.8296,13.4373,19.1910,74.01,57.69,50.90,53.46,1
137900000,-8.7850,13.4599,19.3190,115.43,61.81,54.20,52.91,1
138000000,-8.7436,13.4879,19.4439,150.19,88.49,54.47,52.54,1
138100000,-8.7059,13.5207,19.5656,151.38,115.17,54.24,51.05,1
138200000,-8.6723,13.5578,19.6841,131.96,148.80,52.90,54.74,1
138300000,-8.6432,13.5984,19.7994,110.76,158.74,50.23,50.37,1
138400000,-8.6188,13.6421,19.9114,82.81,125.83,53.73,50.57,1
138500000,-8.5994,13.6881,20.0201,70.28,82.87,51.67,54.57,1
138600000,-8.5848,13.7360,20.1253,64.25,52.12,52.19,52.01,1
138700000,-8.5752,13.7850,20.2272,55.92,67.99,52.77,50.17,1
138800000,-8.5705,13.8348,20.3256,53.70,114.62,50.20,54.41,1
138900000,-8.5705,13.8848,20.4205,57.01,152.06,54.84,50.05,1
139000000,-8.5751,13.9346,20.5118,59.45,145.81,52.41,52.62,1
139100000,-8.5840,13.9838,20.5996,63.91,103.21,51.47,53.92,1
139200000,-8.5970,14.0321,20.6837,67.36,61.95,51.70,53.52,1
139300000,-8.6139,14.0792,20.7643,83.84,55.22,52.50,50.68,1
139400000,-8.6343,14.1248,20.8411,101.59,96.65,52.47,52.43,1
139500000,-8.6580,14.1688,20.9142,120.71,132.89,51.45,52.89,1
139600000,-8.6847,14.2111,20.9836,145.10,158.84,51.52,54.21,1
139700000,-8.7141,14.2515,21.0493,156.19,145.33,51.56,52.12,1
139800000,-8.7459,14.2901,21.1111,150.23,105.16,52.22,53.76,1
139900000,-8.7800,14.3267,21.1691,117.56,70.99,53.64,52.20,1
140000000,-8.8159,14.3614,21.2233,85.35,51.53,50.89,51.31,2
140100000,-8.8536,14.3943,21.2736,55.01,61.39,50.70,54.13,2
140200000,-8.8928,14.4254,21.3201,61.90,85.02,52.60,50.33,2
140300000,-8.9332,14.4548,21.3626,87.09,105.75,50.35,52.17,2
140400000,-8.9748,14.4826,21.4012,120.65,134.80,52.73,54.75,2
140500000,-9.0173,14.5090,21.4359,151.95,148.91,50.70,51.70,2
140600000,-9.0605,14.5340,21.4666,147.29,153.15,50.76,53.32,2
140700000,-9.1045,14.5579,21.4934,113.81,147.30,54.51,50.24,2
140800000,-9.1489,14.5807,21.5163,74.99,133.13,51.43,54.85,2
140900000,-9.1938,14.6028,21.5351,57.99,108.84,50.30,52.40,2
141000000,-9.2390,14.6241,21.5499,73.99,89.59,53.50,51.47,2
141100000,-9.2845,14.6450,21.5608,118.24,68.68,51.02,50.55,2
141200000,-9.3301,14.6655,21.5677,155.89,55.81,52.44,52.26,2
141300000,-9.3757,14.6859,21.5705,146.19,58.58,50.19,52.24,2
141400000,-9.4213,14.7064,21.5694,113.09,55.17,53.63,51.30,2
141500000,-9.4668,14.7271,21.5643,70.68,74.44,53.37,54.26,2
141600000,-9.5122,14.7482,21.5551,57.63,87.64,52.19,53.45,2
141700000,-9.5572,14.7699,21.5420,80.25,112.88,50.24,51.34,2
141800000,-9.6019,14.7924,21.5249,125.07,125.73,52.99,53.04,2
141900000,-9.6460,14.8158,21.5038,156.16,150.80,50.56,52.62,2
142000000,-9.6896,14.8403,21.4787,146.68,150.01,53.17,53.13,2
142100000,-9.7325,14.8661,21.4497,115.83,150.19,52.86,52.17,2
142200000,-9.7744,14.8933,21.4167,72.46,136.16,53.66,50.73,2
142300000,-9.8154,14.9220,21.3798,55.94,101.33,50.64,50.50,2
142400000,-9.8551,14.9523,21.3390,64.30,73.85,50.55,51.81,2
142500000,-9.8935,14.9844,21.2942,99.73,55.41,52.71,51.54,2
142600000,-9.9302,15.0183,21.2456,137.82,61.99,50.52,53.30,2
142700000,-9.9651,15.0541,21.1931,157.20,85.06,54.76,52.06,2
142800000,-9.9979,15.0918,21.1367,149.40,115.35,54.35,50.23,2
142900000,-10.0284,15.1314,21.0765,132.95,145.99,51.96,54.94,2
143000000,-10.0564,15.1729,21.0125,106.23,148.86,51.76,52.47,2
143100000,-10.0814,15.2162,20.9448,74.10,121.34,50.10,52.71,2
143200000,-10.1033,15.2612,20.8733,58.13,79.45,54.91,53.92,2
143300000,-10.1217,15.3077,20.7980,60.76,51.97,52.18,51.84,2
143400000,-10.1364,15.3554,20.7191,51.70,65.85,53.38,51.97,2
143500000,-10.1471,15.4043,20.6365,59.38,119.41,54.01,53.29,2
143600000,-10.1536,15.4539,20.5503,61.84,149.12,52.31,50.06,2
143700000,-10.1556,15.5038,20.4605,56.15,145.30,51.75,53.55,2
143800000,-10.1530,15.5537,20.3671,54.95,98.93,52.03,53.02,2
143900000,-10.1455,15.6032,20.2703,60.60,59.26,51.37,50.57,2
144000000,-10.1331,15.6516,20.1699,52.27,63.85,54.38,53.64,2
144100000,-10.1158,15.6985,20.0661,60.23,92.74,53.15,51.63,2
144200000,-10.0935,15.7433,19.9589,71.53,141.16,53.53,50.23,2
144300000,-10.0664,15.7853,19.8484,89.86,154.71,50.35,50.74,2
144400000,-10.0348,15.8240,19.7345,121.78,138.65,54.09,50.96,2
144500000,-9.9988,15.8587,19.6174,150.78,115.55,53.22,53.24,2
144600000,-9.9589,15.8889,19.4970,150.16,79.64,53.90,52.07,2
144700000,-9.9156,15.9139,19.3735,128.21,67.77,52.46,51.90,2
144800000,-9.8695,15.9333,19.2469,79.26,52.81,53.14,52.62,2
144900000,-9.8213,15.9465,19.1172,55.66,50.83,51.95,51.32,2
145000000,-9.7717,15.9532,18.9844,74.37,56.75,52.37,50.97,2
145100000,-9.7217,15.9532,18.8487,117.91,51.80,50.96,51.45,2
145200000,-9.6722,15.9462,18.7101,153.18,50.53,54.60,52.72,2
145300000,-9.6242,15.9324,18.5687,143.13,58.26,51.06,52.57,2
145400000,-9.5786,15.9117,18.4244,100.65,63.74,53.53,52.83,2
145500000,-9.5366,15.8847,18.2774,63.16,89.27,54.15,52.79,2
145600000,-9.4991,15.8516,18.1277,54.77,122.06,54.88,52.97,2
145700000,-9.4670,15.8133,17.9754,68.41,147.02,52.90,54.68,2
145800000,-9.4412,15.7704,17.8206,85.03,156.33,52.64,52.69,2
145900000,-9.4225,15.7241,17.6632,108.26,120.54,51.91,53.40,2
146000000,-9.4113,15.6753,17.5034,122.99,75.38,53.93,51.74,2
146100000,-9.4082,15.6254,17.3412,122.70,56.03,50.27,50.79,2
146200000,-9.4133,15.5757,17.1767,114.95,82.90,54.17,52.88,2
146300000,-9.4266,15.5275,17.0100,105.14,126.41,51.45,50.21,2
146400000,-9.4478,15.4822,16.8411,79.31,152.76,53.73,50.17,2
146500000,-9.4763,15.4412,16.6701,61.32,150.03,50.66,54.44,2
146600000,-9.5116,15.4057,16.4970,57.67,112.72,52.75,51.51,2
